Current SOC,Current Title,Match SOC,,Match Title,Index,Base Employment,Numeric Change,% Change,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training,
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",53-6051.07,53-6051,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",1,640,0,0,940,17.9,37237,No formal educational credential,None,Short-term on-the-job training,Contra Costa
51-8092.00,Gas Plant Operators,53-6051.07,53-6051,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",8,640,0,0,940,17.9,37237,No formal educational credential,None,Short-term on-the-job training,Contra Costa
47-5081.00,Helpers--Extraction Workers,51-9121.00,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",7,620,100,0.2,820,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4121.07,Solderers and Brazers,51-9121.00,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",4,620,100,0.2,820,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9121.00,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",4,620,100,0.2,820,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9121.00,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3,620,100,0.2,820,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4041.00,Machinists,51-4011.00,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",5,570,-20,0,560,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",43-9051.00,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",9,560,-80,-0.2,490,18.53,38532,High school diploma or equivalent,None,Short-term on-the-job training,Contra Costa
47-2152.01,Pipe Fitters and Steamfitters,49-9051.00,49-9051,Electrical Power-Line Installers and Repairers,10,490,-20,0,390,57.17,118903,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
47-2152.02,Plumbers,49-9051.00,49-9051,Electrical Power-Line Installers and Repairers,7,490,-20,0,390,57.17,118903,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,17-3031.01,17-3031,Surveying Technicians,10,480,10,0,570,40.77,84799,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4121.07,Solderers and Brazers,51-9032.00,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",7,480,0,0,580,20.09,41782,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9011.00,Chemical Equipment Operators and Tenders,51-9032.00,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",8,480,0,0,580,20.09,41782,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4121.07,Solderers and Brazers,51-9041.00,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8,480,0,0,580,20.09,41782,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9041.00,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",6,480,0,0,580,20.09,41782,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4072.00,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",5,470,-70,-0.1,420,20,41593,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-4072.00,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",7,470,-70,-0.1,420,20,41593,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-2098.00,49-2098,Security and Fire Alarm Systems Installers,6,460,40,0.1,620,26.5,55113,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
49-9041.00,Industrial Machinery Mechanics,49-9043.00,49-9043,"Maintenance Workers, Machinery",4,460,20,0,450,30.06,62514,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
53-7073.00,Wellhead Pumpers,49-9043.00,49-9043,"Maintenance Workers, Machinery",2,460,20,0,450,30.06,62514,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",17-3025.00,17-3025,Environmental Engineering Technicians,9,430,60,0.1,500,29.4,61155,Associate's degree,None,None,Contra Costa
47-2111.00,Electricians,49-2094.00,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",8,410,10,0,380,40.47,84173,Postsecondary non-degree award,None,Long-term on-the-job training,Contra Costa
49-9041.00,Industrial Machinery Mechanics,49-2094.00,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",6,410,10,0,380,40.47,84173,Postsecondary non-degree award,None,Long-term on-the-job training,Contra Costa
51-8013.00,Power Plant Operators,49-2094.00,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",5,410,10,0,380,40.47,84173,Postsecondary non-degree award,None,Long-term on-the-job training,Contra Costa
51-8092.00,Gas Plant Operators,49-2094.00,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",7,410,10,0,380,40.47,84173,Postsecondary non-degree award,None,Long-term on-the-job training,Contra Costa
51-4121.07,Solderers and Brazers,51-9141.00,51-9141,Semiconductor Processors,6,410,0,0,450,0,0,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
47-5012.00,"Rotary Drill Operators, Oil and Gas",47-2221.00,47-2221,Structural Iron and Steel Workers,7,390,30,0.1,500,41.43,86183,High school diploma or equivalent,None,Apprenticeship,Contra Costa
47-2111.00,Electricians,47-4021.00,47-4021,Elevator Installers and Repairers,4,390,40,0.1,510,44.97,93536,High school diploma or equivalent,None,Apprenticeship,Contra Costa
47-2073.00,Operating Engineers and Other Construction Equipment Operators,47-4051.00,47-4051,Highway Maintenance Workers,5,390,-20,-0.1,410,30.49,63420,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,47-4051.00,47-4051,Highway Maintenance Workers,1,390,-20,-0.1,410,30.49,63420,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4193.00,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",10,370,-50,-0.1,330,20.4,42436,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4121.07,Solderers and Brazers,51-5113.00,51-5113,Print Binding and Finishing Workers,2,370,-80,-0.2,380,16.75,34841,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-5113.00,51-5113,Print Binding and Finishing Workers,1,370,-80,-0.2,380,16.75,34841,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-5113.00,51-5113,Print Binding and Finishing Workers,10,370,-80,-0.2,380,16.75,34841,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
53-7051.00,Industrial Truck and Tractor Operators,51-5113.00,51-5113,Print Binding and Finishing Workers,4,370,-80,-0.2,380,16.75,34841,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",51-5113.00,51-5113,Print Binding and Finishing Workers,9,370,-80,-0.2,380,16.75,34841,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-4041.00,Machinists,51-4033.00,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10,360,-30,-0.1,360,23.49,48857,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",47-2171.00,47-2171,Reinforcing Iron and Rebar Workers,5,350,20,0,440,34.46,71679,High school diploma or equivalent,None,Apprenticeship,Contra Costa
47-5071.00,"Roustabouts, Oil and Gas",49-3093.00,49-3093,Tire Repairers and Changers,3,350,-20,0,360,17.03,35410,High school diploma or equivalent,None,Short-term on-the-job training,Contra Costa
47-5011.00,"Derrick Operators, Oil and Gas",47-4071.00,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,6,340,60,0.2,480,22.7,47222,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",47-4031.00,47-4031,Fence Erectors,3,320,10,0,390,21.55,44819,No formal educational credential,None,Moderate-term on-the-job training,Contra Costa
47-5012.00,"Rotary Drill Operators, Oil and Gas",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",10,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-8091.00,Chemical Plant and System Operators,51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9011.00,Chemical Equipment Operators and Tenders,51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
53-7073.00,Wellhead Pumpers,51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",7,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
53-7121.00,"Tank Car, Truck, and Ship Loaders",51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",5,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-1011.00,First-Line Supervisors of Production and Operating Workers,51-9021.00,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",8,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-8091.00,Chemical Plant and System Operators,51-9021.00,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",6,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9021.00,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3,320,40,0.1,420,29.1,60530,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
47-5011.00,"Derrick Operators, Oil and Gas",47-3011.00,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2,290,20,0.1,420,20.42,42462,No formal educational credential,None,Short-term on-the-job training,Contra Costa
47-5071.00,"Roustabouts, Oil and Gas",47-3011.00,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1,290,20,0.1,420,20.42,42462,No formal educational credential,None,Short-term on-the-job training,Contra Costa
51-4041.00,Machinists,51-9195.04,51-9195,"Glass Blowers, Molders, Benders, and Finishers",8,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
51-4121.06,"Welders, Cutters, and Welder Fitters",51-9195.07,51-9195,Molding and Casting Workers,8,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
51-4121.07,Solderers and Brazers,51-9195.07,51-9195,Molding and Casting Workers,5,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9195.07,51-9195,Molding and Casting Workers,5,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9195.07,51-9195,Molding and Casting Workers,4,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
51-9198.00,Helpers--Production Workers,51-9195.07,51-9195,Molding and Casting Workers,10,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
53-7051.00,Industrial Truck and Tractor Operators,51-9195.07,51-9195,Molding and Casting Workers,3,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",51-9195.07,51-9195,Molding and Casting Workers,4,280,0,0,310,21.73,45201,High school diploma or equivalent,None,Long-term on-the-job training,Contra Costa
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",53-5021.01,53-5021,Ship and Boat Captains,5,280,-30,-0.1,220,50.28,104583,Postsecondary non-degree award,Less than 5 years,None,Contra Costa
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-5022.00,53-5022,Motorboat Operators,7,280,-30,-0.1,220,50.28,104583,Postsecondary non-degree award,Less than 5 years,None,Contra Costa
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",53-7063.00,53-7063,Machine Feeders and Offbearers,6,280,-10,0,350,24.71,51402,No formal educational credential,None,Short-term on-the-job training,Contra Costa
47-2073.00,Operating Engineers and Other Construction Equipment Operators,49-9012.00,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",7,270,30,0.1,280,27.21,56597,High school diploma or equivalent,None,Moderate-term on-the-job training,Contra Costa
